443964684899586048	@FinnSabrina	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:20:04 CET 2014	 	 	Paradise
443964601630089218	@Big12Conference	Be sure to stop by tomorrow's #Big12MBB spirit rallies in the KCPLDistrict! Full schedule available at: http://t.co/Mol6hqDyZY	Thu Mar 13 05:19:44 CET 2014	 	 	
443964226491523073	@BucFanFish	teamcocktail KCPLDistrict Big12Conference Awesome hit me up when u get there!!	Thu Mar 13 05:18:14 CET 2014	 	 	Olath
443963632229953536	@Big12Conference	Two games down, seven to go! That's all from the SprintCenter for today. See you tomorrow for kstatesports vs. CycloneMBB at 11:30 am.	Thu Mar 13 05:15:53 CET 2014	 	 	
443963542769635328	@T__Rey	RT"Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/XV3JVSAUGd"	Thu Mar 13 05:15:31 CET 2014	-96.6272624	39.2019566	Kansan?Floridian?Texan
443963292348719104	@teamcocktail	BucFanFish KCPLDistrict Big12Conference You know we'll be there!!	Thu Mar 13 05:14:32 CET 2014	 	 	at Happy Hour!
443963097644941312	@Big12Conference	#Big12MBB: Photos now available from today's second game between BaylorMBB and TCUBasketball: http://t.co/PlnHg4mgPg	Thu Mar 13 05:13:45 CET 2014	 	 	
443962912038600704	@jakeshow10	RT Big12Conference: #Big12MBB FINAL: BaylorMBB defeats TCUBasketball 76-68. The Bears will face OU_MBBall at 6 pm CT tomorrow night. ht?	Thu Mar 13 05:13:01 CET 2014	 	 	
443962386781728768	@BucFanFish	Heading to KCPLDistrict 2mo 4 the Big12Conference tourney.  Who is with me?	Thu Mar 13 05:10:56 CET 2014	 	 	Olath
443962297547911168	@isualumniboston	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:10:34 CET 2014	 	 	Bosto
443962150441070592	@ISUAlumniDenver	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:09:59 CET 2014	 	 	Denve
443962008275144704	@tr3yh	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:09:25 CET 2014	 	 	Denver/Boston
443960589849608192	@PhilC2424	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:03:47 CET 2014	 	 	Cedar Rapid
443959899924336640	@wmattwells	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:01:03 CET 2014	 	 	Morgantow
443959879682625536	@evolvehawk	BaylorAthletics Big12Conference BaylorMBB BUDREW he's a scumbag	Thu Mar 13 05:00:58 CET 2014	 	 	
443959828323397633	@Henry_GIII	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:00:46 CET 2014	 	 	
443959642222120960	@shannon_wirtz	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 05:00:01 CET 2014	 	 	Ogde
443959349862350848	@eloisesoliz	Big12Conference BUDREW Congratulations on 200! The best is yet to come.	Thu Mar 13 04:58:52 CET 2014	 	 	
443958701418745857	@StarFuelOK_LLC	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:56:17 CET 2014	 	 	Between Appalachians & Rockies
443958694779187201	@MatteLandau	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:56:15 CET 2014	 	 	
443958694758592512	@10_rivers	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:56:15 CET 2014	 	 	
443958596175687680	@PittSucks	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:55:52 CET 2014	 	 	
443958351190163457	@fox4kc	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:54:53 CET 2014	 	 	Kansas Cit
443958286359228416	@R2theickie	#WVU ?Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/7XEhf4NENi?	Thu Mar 13 04:54:38 CET 2014	-79.98641485	39.66394537	Country Roads
443958262631636992	@cptnmarv	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:54:32 CET 2014	 	 	san antonio
443958191303307265	@Cody34ish	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:54:15 CET 2014	 	 	Huntsvill
443958164833071104	@MsJayhawk2U	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:54:09 CET 2014	 	 	
443958160894599168	@Trockchalk	RT Big12Conference: #Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:54:08 CET 2014	 	 	Earth 
443958085317443584	@Big12Conference	#Big12MBB Championship updated bracket with Thursday's quarterfinal matchups set - http://t.co/t3KHlNvtIz	Thu Mar 13 04:53:50 CET 2014	 	 	
443958017571049473	@grotey	BaylorAthletics Big12Conference BaylorMBB BUDREW LOL Bill Self has over 100 more wins since they both joined the #BigXII  #kubball	Thu Mar 13 04:53:34 CET 2014	 	 	topek
443956813419929600	@Big12Conference	.BaylorMBB's Cory Jefferson on tm's offensive efficiency (54% from FG): We went inside in the 1st half - that opened up outside for the 2nd	Thu Mar 13 04:48:47 CET 2014	 	 	
443956506254258176	@SrInspectr	RT Big12Conference: #Big12MBB FINAL - OSUMBB defeats TechAthletics 80-62. How about that LauraThomasTV ?? #GoPokes	Thu Mar 13 04:47:34 CET 2014	 	 	Western Region (AZ)
443955932595109888	@Big12Conference	.BUDREW On career win No. 200: Any win in #Big12MBB is a great one -- and all it says is I'm getting older.	Thu Mar 13 04:45:17 CET 2014	 	 	
443955755385757696	@Big12Conference	#Big12MBB: BUDREW: Our guys are happy with the win but know we have to play better. We're looking forward to the opportunity tomorrow.	Thu Mar 13 04:44:35 CET 2014	 	 	
443955485192888320	@Big12Conference	#Big12MBB: Get LIVE analysis and post-game press conferences from BaylorMBB and TCUBasketball here: http://t.co/mVlGyGE5YR	Thu Mar 13 04:43:30 CET 2014	 	 	
443955095089078272	@SMUsooner	BaylorAthletics Big12Conference couldn't let TCU get just one? Selfish.	Thu Mar 13 04:41:57 CET 2014	 	 	
443954652887777280	@DevinNewsom	I feel kinda bad for TCUBasketball. Ending a season winless in the Big12Conference has to suck. My #Sooners will take on #Baylor tomorrow.	Thu Mar 13 04:40:12 CET 2014	-97.62345292	35.44331596	iPhone: 35.626511,-97.484886
443953934101540864	@Big12Conference	.BaylorMBB's Cory Jefferson picked up 12th double-double of the yr (20 pts/10 reb) & Royce O'Neale dropped 14 pts/12 reb - his 2nd of yr	Thu Mar 13 04:37:20 CET 2014	 	 	
443953633017622529	@Jane_Harvill	Big12Conference BaylorMBB TCUBasketball And I'm super proud of my Baylor Bears!	Thu Mar 13 04:36:09 CET 2014	 	 	Wac
443953420685156352	@Jane_Harvill	Big12Conference BaylorMBB TCUBasketball Gotta give credit to men on TCU's team; they played hard and didn't quit.	Thu Mar 13 04:35:18 CET 2014	 	 	Wac
443953245795262464	@Big12Conference	RT BaylorAthletics: RT BaylorMBB: Congratulations to Coach BUDREW on career win No. 200. #SicEm http://t.co/VmuvnBOk6k	Thu Mar 13 04:34:36 CET 2014	 	 	
443952735629492224	@Santafekid702	RT Big12Conference: #Big12MBB FINAL: BaylorMBB defeats TCUBasketball 76-68. The Bears will face OU_MBBall at 6 pm CT tomorrow night. ht?	Thu Mar 13 04:32:35 CET 2014	 	 	*LV-426*
443952660115238912	@JeremyStevens18	RT Big12Conference: #Big12MBB FINAL: BaylorMBB defeats TCUBasketball 76-68. The Bears will face OU_MBBall at 6 pm CT tomorrow night. ht?	Thu Mar 13 04:32:17 CET 2014	 	 	OKC
443952644940242945	@JohnNaughton	RT Big12Conference: #Big12MBB FINAL: BaylorMBB defeats TCUBasketball 76-68. The Bears will face OU_MBBall at 6 pm CT tomorrow night. ht?	Thu Mar 13 04:32:13 CET 2014	 	 	Des Moine
443952547288453120	@Big12Conference	#Big12MBB FINAL: BaylorMBB defeats TCUBasketball 76-68. The Bears will face OU_MBBall at 6 pm CT tomorrow night. http://t.co/3ncSmZBqoU	Thu Mar 13 04:31:50 CET 2014	 	 	
443952525348466688	@MichaelKLeigh	Big12Conference glad someone saw it.  Good luck finding it on tv.  Nice tv deal!!!  I can't even see WVU play in Pittsburgh on Directv.	Thu Mar 13 04:31:44 CET 2014	 	 	Pittsburg
443950488493383680	@ku_phogfan	Good to see Scott Drew being Scott Drew. Big12Conference	Thu Mar 13 04:23:39 CET 2014	 	 	
443950306498707456	@Big12Conference	#Big12MBB: Timeout Baylor after TCUBasketball's Jarvis Ray dunked to cut BU's lead to 69-63 with 2:20 to go.	Thu Mar 13 04:22:55 CET 2014	 	 	
443950194124533760	@AustinHamm74	Big12Conference maybe tickets sold. More like 12,000 actually in attendance.	Thu Mar 13 04:22:29 CET 2014	 	 	
443950070614880256	@Big12Conference	ICYMI, here's the #Big12Insider recap with highlights from OSUMBB's win over Texas Tech earlier: http://t.co/pYmvokFdDe	Thu Mar 13 04:21:59 CET 2014	 	 	
443949902570070016	@Big12Conference	Today's attendance at the #Big12MBB Championship, a sellout crowd of 18,972. Thank you #Big12 Nation! #ThisIsBig12Country	Thu Mar 13 04:21:19 CET 2014	 	 	
443949749037584384	@jbenny81	Thomas Montigel might be my new favorite #Big12 player that's not a #jayhawk Big12Conference #TCUvsBAY	Thu Mar 13 04:20:43 CET 2014	 	 	Lawrence
443949414160158720	@Big12Conference	With 3:31 to go, BaylorMBB is ahead of TCUBasketball 69-60. Horned Frogs shooting 55% in the 2nd half to cut what was a 17-pt gap earlier.	Thu Mar 13 04:19:23 CET 2014	 	 	
443947937014358016	@EASPORTSMauiInv	Glad to see BaylorMBB taking care of business against TCU in the 1st rd of the Big12Conference Tournament tonight.	Thu Mar 13 04:13:30 CET 2014	 	 	Lahain
443946334668615681	@Big12Conference	#Big12MBB: At the 8 minute mark, BaylorMBB leads TCUBasketball 65-49. http://t.co/QVzbVXBoag	Thu Mar 13 04:07:08 CET 2014	 	 	
443946212597583872	@grantandrewp	RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 04:06:39 CET 2014	 	 	clutch city
443944756620427265	@Big12Conference	#Big12MBB: 11:42 to go, BaylorMBB leads TCUBasketball 55-46. Cory Jefferson has 18 pts - he's scored in double-digits in 9 of last 10 gms	Thu Mar 13 04:00:52 CET 2014	 	 	
443944243183108096	@jeddy345	RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 03:58:50 CET 2014	 	 	
443942835172044800	@Big12Conference	#Big12MBB: Timeout Baylor at 14:00 of the 2nd half after Jarvis Ray's jumper helps TCUBasketball trim the Bears' lead to 49-40	Thu Mar 13 03:53:14 CET 2014	 	 	
443941529376133120	@MinceDavid	Big12Conference Thank you!	Thu Mar 13 03:48:03 CET 2014	 	 	
443941330310270976	@BetaDuncan	RT Big12Conference: #Big12MBB: Pistol Pete has a look at the stats so far for OSUMBB http://t.co/0CL5VIbUR6	Thu Mar 13 03:47:15 CET 2014	 	 	
443940372574904320	@Clones35	VegasCyclown Big12Conference BaylorMBB TCUBasketball thank you...	Thu Mar 13 03:43:27 CET 2014	-93.88476075	41.59208572	
443940333059993600	@Big12Conference	MinceDavid It is on KTXA 21 from the Dallas-Fort Worth market.	Thu Mar 13 03:43:18 CET 2014	 	 	
443939807115243520	@Big12Conference	#Big12MBB: The second half is underway between BaylorMBB and TCUBasketball! Tune in on Big 12 Network affiliates or ESPN3!	Thu Mar 13 03:41:12 CET 2014	 	 	
443939258655440896	@MinceDavid	Big12Conference in Crowley, TX. AT&T UVerse.	Thu Mar 13 03:39:01 CET 2014	 	 	
443938976152305664	@Big12Conference	MinceDavid whereabouts are you located? We can try to help.	Thu Mar 13 03:37:54 CET 2014	 	 	
443938767565385728	@HeauxFree__	Traffic was crazy Rt ?kansasspeedway SprintCenter!  http://t.co/5WKpIdy9fb Big12Conference 2014 Championship http://t.co/B5Ne8o0xRL #KC?	Thu Mar 13 03:37:04 CET 2014	 	 	??? ?? ??? ?????
443938627563696128	@MinceDavid	Big12Conference Why can't I find this game on tv????	Thu Mar 13 03:36:31 CET 2014	 	 	
443938524014727168	@stadiasg	RT Big12Conference: #Big12MBB: End of the first half and baylormbb heads off the court with a 39-27 lead over tcubasketball http://t.co/?	Thu Mar 13 03:36:06 CET 2014	 	 	Get in the Game!
443938497460994048	@stadiasg	RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 03:36:00 CET 2014	 	 	Get in the Game!
443938243529412608	@BaylorBearPit	RT Big12Conference: #Big12MBB: End of the first half and baylormbb heads off the court with a 39-27 lead over tcubasketball http://t.co/?	Thu Mar 13 03:34:59 CET 2014	 	 	Wac
443937692955738112	@lawill9	RT Big12Conference: 2014 #Big12MBB Championship bracket: http://t.co/3KL9DcXwDD	Thu Mar 13 03:32:48 CET 2014	 	 	
443937672243847168	@VegasCyclown	Clones35 Big12Conference BaylorMBB TCUBasketball 636 if you have DirectTV	Thu Mar 13 03:32:43 CET 2014	 	 	
443936557268238336	@trevordfields	Big12Conference BaylorMBB TCUBasketball can we get a TCU pic perhaps or no ?	Thu Mar 13 03:28:17 CET 2014	 	 	
443936091255500800	@Big12Conference	#Big12MBB: End of the first half and baylormbb heads off the court with a 39-27 lead over tcubasketball http://t.co/MoxjARNzyB	Thu Mar 13 03:26:26 CET 2014	 	 	
443936039309017088	@Schustee19	DanielLear17 It?s all going according to plan. RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half.	Thu Mar 13 03:26:14 CET 2014	 	 	Chicago/Lawrence
443935982849515522	@jhoneychum	RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 03:26:00 CET 2014	 	 	Dallas
443935892395159553	@_KarinaElisa	?Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/azqNRZLG4d? WHAT. THE. HECK!?	Thu Mar 13 03:25:39 CET 2014	 	 	Texas
443935865161539584	@AlexAills	RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 03:25:32 CET 2014	 	 	Waco/Forney/Ennepe-Ruhr-Kreis
443935799805898753	@_KarinaElisa	RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 03:25:17 CET 2014	 	 	Texas
443935798736736256	@trevordfields	RT Big12Conference: #Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 03:25:17 CET 2014	 	 	
443935667723063296	@Big12Conference	#Big12MBB: BaylorMBB leads TCUBasketball 39-27 at the half. http://t.co/oqAANEMhdE	Thu Mar 13 03:24:45 CET 2014	 	 	
443933865854238721	@Big12Conference	With 3:37 left in the 1st half, BaylorMBB maintains its advantage over TCUBasketball 34-21. BU continues to control the glass w. 20 reb.	Thu Mar 13 03:17:36 CET 2014	 	 	
443933635570176001	@dscottpetty	?Big12Conference: #Big12MBB: Pistol Pete has a look at the stats so far for OSUMBB http://t.co/l2jasPbzOU? PP a TRUE student of the game!	Thu Mar 13 03:16:41 CET 2014	-97.13887364	36.11002471	Stillwater, OK
443933371366768640	@Dougbrodess	smart_MS3 bringin' it hard in the Big12Conference Tourney. 18 pts/7rebs/7assts/6stls.	Thu Mar 13 03:15:38 CET 2014	 	 	FloMo TX
443932922467201024	@Jacob_Pfeifer	RT TrimGoEMAW: The Big12Conference should've made today's teams wear scarlet Ws on their jerseys.	Thu Mar 13 03:13:51 CET 2014	 	 	
443931853410422784	@Big12Conference	#Big12MBB: At 7:19 of the 1st half, BaylorMBB leads TCUBasketball 26-16. Cory Jefferson strong for BU - leading w. 8 pts, 6 reb.	Thu Mar 13 03:09:36 CET 2014	 	 	
443931208796217344	@Clones35	Big12Conference BaylorMBB TCUBasketball what channel?	Thu Mar 13 03:07:02 CET 2014	-93.8849045	41.59342219	
443929544282497025	@Big12Conference	#Big12MBB: At 11:54 of the 1st half, BaylorMBB leads TCUBasketball 22-9. The Bears are gobbling up rebounds - 10 to TCU's 3.	Thu Mar 13 03:00:25 CET 2014	 	 	
443929429559885825	@Kayla_Coffey02	RT Big12Conference: #Big12MBB: Pistol Pete has a look at the stats so far for OSUMBB http://t.co/0CL5VIbUR6	Thu Mar 13 02:59:58 CET 2014	 	 	Oklahoma
443929199276216320	@hiltonpresident	RT SprintCenter: We're officially underway with the 2014 Big12Conference Championship at #SprintCenter #Big12MBB http://t.co/Xs2chaRVJT	Thu Mar 13 02:59:03 CET 2014	 	 	Kansas Cit
443928992475660288	@CNSCasey	"Weak"? "TrimGoEMAW: The Big12Conference should've made today's teams wear scarlet Ws on their jerseys."	Thu Mar 13 02:58:14 CET 2014	 	 	Kansas
443928906001698816	@CNSCasey	"Worst"? "TrimGoEMAW: The Big12Conference should've made today's teams wear scarlet Ws on their jerseys."	Thu Mar 13 02:57:53 CET 2014	 	 	Kansas
443928584902565888	@TrimGoEMAW	The Big12Conference should've made today's teams wear scarlet Ws on their jerseys.	Thu Mar 13 02:56:37 CET 2014	 	 	
443927794796744705	@ack4wvu	RT BleacherBuddy: Big12Conference Fans can find exact channel numbers 4 every game of the #Big12 Tournament with our free app Bleacher Bu?	Thu Mar 13 02:53:28 CET 2014	 	 	Wheelin
443927544341880832	@Con_Man95	As much as I love Horned Frog basketball, you simply can't compete in the Big12Conference with only 1 healthy, eligible player over 6'7"	Thu Mar 13 02:52:29 CET 2014	 	 	Fort Wort
443927449697783809	@jvickers78	RT BleacherBuddy: Big12Conference Fans can find exact channel numbers 4 every game of the #Big12 Tournament with our free app Bleacher Bu?	Thu Mar 13 02:52:06 CET 2014	 	 	Dunba
443927372165705729	@Big12Conference	#Big12MBB: At 15:03 of the 1st half, BaylorMBB leads TCUBasketball 15-6. Brady Heslip and Cory Jefferson each have 6 pts for the Bears.	Thu Mar 13 02:51:47 CET 2014	 	 	
443927169878614016	@LisaTulp	RT CharityCatholic: Looks like a beautiful day for #Big12MBB from our downtown perch! Welcome Big12Conference SprintCenter http://t.co/f?	Thu Mar 13 02:50:59 CET 2014	 	 	
443927106053865472	@msargent	Caught up on Grantland33 articles during game 1 of the Big12Conference tourney. Looks like more of the same for game 2 #MarchMadness	Thu Mar 13 02:50:44 CET 2014	 	 	Shawnee KS
443926656353185794	@bponcik	Big12Conference Got it... Preciate that.	Thu Mar 13 02:48:57 CET 2014	 	 	
443926468997824512	@Shagen317	SprintCenter NelsieSweeney Big12Conference P66_Operations hey Nelsie I know u.  :)	Thu Mar 13 02:48:12 CET 2014	 	 	KC  
443926366417727489	@Big12Conference	bponcik It is airing on on KCEN-DT2.	Thu Mar 13 02:47:48 CET 2014	 	 	
443926188885413888	@SprintCenter	'NelsieSweeney Watchin some bball...Big12Conference SprintCenter P66_Operations #TCU http://t.co/k9FvVkeWxS' Have fun! #SprintCenter	Thu Mar 13 02:47:05 CET 2014	 	 	Kansas Cit
443925844889591808	@Colohawk2	flsku Big12Conference Chris Piper is one of the best  IMHO	Thu Mar 13 02:45:43 CET 2014	 	 	Colorado Spring
443925839109840896	@Big12Conference	#Big12MBB: Check out these photos from today's first game between OSUMBB and TechAthletics. http://t.co/H52YHPKIvK	Thu Mar 13 02:45:42 CET 2014	 	 	
443925775532584960	@MicheleCNelson	RT Big12Conference: Tune in for BaylorMBB vs. TCUBasketball on the #Big12 Network! Tipoff coming up in just a couple minutes! http://t.c?	Thu Mar 13 02:45:27 CET 2014	 	 	
443925607588843520	@BleacherBuddy	Big12Conference Fans can find exact channel numbers 4 every game of the #Big12 Tournament with our free app Bleacher Buddy!	Thu Mar 13 02:44:47 CET 2014	 	 	
443925502688903168	@bponcik	BleacherBuddy Big12Conference Thanks!!	Thu Mar 13 02:44:22 CET 2014	 	 	
443925351631044609	@bponcik	Big12Conference live in Temple,Tx have dish network... Can't find it on Foxsports Southwest...	Thu Mar 13 02:43:46 CET 2014	 	 	
443925333046091776	@starkescott	RT Big12Conference: Tune in for BaylorMBB vs. TCUBasketball on the #Big12 Network! Tipoff coming up in just a couple minutes! http://t.c?	Thu Mar 13 02:43:41 CET 2014	 	 	Dalla
443925196530278401	@BleacherBuddy	bponcik Big12Conference Our app can help ya! Bleacher Buddy provides exact channel numbers 4 every game. Just enter zip code & TV provider	Thu Mar 13 02:43:09 CET 2014	 	 	
443925088115515392	@trevordfields	RT Big12Conference: Tune in for BaylorMBB vs. TCUBasketball on the #Big12 Network! Tipoff coming up in just a couple minutes! http://t.c?	Thu Mar 13 02:42:43 CET 2014	 	 	
443925054821105664	@NelsieSweeney	Watchin some bball with my main man Sam! Big12Conference SprintCenter P66_Operations #TCU http://t.co/vLpdk5WyJy	Thu Mar 13 02:42:35 CET 2014	 	 	Kansas City
443924768123666432	@Big12Conference	bponcik It is on your Big 12 Network affiliate. What TV market are you in?	Thu Mar 13 02:41:27 CET 2014	 	 	
443924708975595520	@Big12Conference	Tune in for BaylorMBB vs. TCUBasketball on the #Big12 Network! Tipoff coming up in just a couple minutes! http://t.co/YirtHNdUXH	Thu Mar 13 02:41:13 CET 2014	 	 	
